state,title,text,link
Indiana,Jewish Federation of St. Joseph Valley Scholarships,"The Craig & Carol Kapson Scholarship and the Harvey & Lillian Roland Scholarship Funds are available for Jewish students who went to High School in the greater South Bend area (South Bend, Granger, Elkhart, Niles, Benton Harbor, etc.). The Kapson Scholarship helps Jewish students from our area attend a university, college or technical institute in Indiana. The Lillian and Harvey Roland Scholarship Fund serves the purpose of providing higher education scholarships to matriculating college students of parents who are either active in the Jewish community and are contributors to the Jewish Federation. This scholarship will be awarded to applicants matriculating to Indiana University who have demonstrated academic achievement and financial need. For more details and to apply, please visit the scholarship provider's website.
ADVERTISEMENT",https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/indiana/jewish-federation-of-st-joseph-valley-scholarships
Indiana,Jean Lee/Jeff Marvin Collegiate Scholarship,"Each year, INSHAPE awards up to six $1,000 academic scholarships to undergraduate students enrolled full-time in an Indiana college/university. Applicants must be majoring in health, physical education, kinesiology, recreation, dance, or exercise science. For more information or to apply, please visit the scholarship provider's website.
ADVERTISEMENT",https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/indiana/jean-lee-jeff-marvin-collegiate-scholarship
Indiana,IU National Merit Scholarships,"IU awards the National Merit Scholarships to all National Merit Finalists who receive sponsorship through IU and indicate IU as their first choice through the National Merit Scholarship Program. It is renewable up to three years. Applicants must be US citizens or permanent residents. Both in-state and out-of-state applicants will be considered. For more information or to apply, please visit the scholarship provider's website.
ADVERTISEMENT",https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/indiana/iu-national-merit-scholarships
Indiana,IU National Hispanic Scholarship,"The IU National Hispanic Scholarship is awarded to all students recognized through the National Hispanic Recognition Program. It can be renewable up to three years. Both in-state and out-of-state applicants are considered. For more information or to apply, please visit the scholarship provider’s website.
ADVERTISEMENT",https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/indiana/iu-national-hispanic-scholarship
Indiana,Ivy Tech Community College Scholarship,"The Dearborn Community Foundation, Inc. (DCF) has chosen to encourage Dearborn County residents to improve their levels of educational attainment locally. Eligible applicants must be a resident of Dearborn County, have received an accredited high school diploma or a GED equivalent no later than June 3, and be currently enrolled at Ivy Tech Community College seeking an associate degree or technical certificate. The scholarships must be used within one year from the time the scholarships are awarded. For more information or to apply, please visit the scholarship provider's website.
ADVERTISEMENT",https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/indiana/ivy-tech-community-college-scholarship
Indiana,Indiana University Foundation Scholarships,"The IU Foundation annually awards a multitude of donor directed scholarships created by friends of Indiana University who believe in the importance of education and your future as an IU student. Interested students can complete the general IU online scholarship application through as well as the individual printable applications listed on the IU Foundation website. Applicants must be IU students or have been accepted for the upcoming school year of the year the scholarship is awarded. For more information or to apply, please visit the scholarship provider’s website.
ADVERTISEMENT",https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/indiana/indiana-university-foundation-scholarships
Indiana,Indiana University Annexstad Family Foundation Award,"The Annexstad award at Indiana University is a total of $25,000 which will be distributed over a maximum of five years. $5,000 will be awarded annually in each of the first three years with the $10,000 balance being awarded in either the fourth year of study or split evenly between the fourth and fifth years of study. Applicants must be first-year students who have overcome adversity are selected by IU. Students interested in receiving this scholarship are encouraged to complete their FASFA by April 15. In-state and out-of-state applicants will both be considered. For more information or to apply, please visit the scholarship provider’s website.
ADVERTISEMENT",https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/indiana/indiana-university-annexstad-family-foundation-award
Indiana,Indiana County Bicentennial Scholarship,"The Indiana County Bicentennial Scholarship provides a scholarship opportunity for incoming freshman students from select counties across the state of Indiana. Eligibility for the program is based on Indiana county of residence. Qualifying students receive a scholarship of $2,500 annually (for four years) toward the direct cost of attendance at Indiana University-Bloomington. For more information or to apply, please visit the scholarship provider’s website.
ADVERTISEMENT",https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/indiana/indiana-county-bicentennial-scholarship
Indiana,Korean American Scholarship Foundation-Midwestern Regional Chapter,"The Korean American Scholarship Foundation-Midwestern Regional Chapter is for students of Korean heritage studying in the United States regardless of citizenship status (including Korean Nationals), who will be a full-time student at a school in one of the designated Midwestern region states (Illinois, Indiana, Iowa, Michigan, Minnesota, Missouri, North Dakota, South Dakota, and Wisconsin). A minimum 3.0 GPA is required, as well as demonstrating financial need. For more information or to apply, please visit the scholarship provider's website.
ADVERTISEMENT",https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/indiana/korean-american-scholarship-foundation-midwestern-regional-chapter
Indiana,Hudson & Holland Scholars Program,"The Hudson & Holland Scholars Program (HHSP) is a scholarship and support program for high-achieving minority students who are historically underrepresented. It is the largest merit-based scholarship and support program at Indiana University and serves nearly 2,000 students. Applicants must be high school seniors or current undergraduate students who have been admitted to or attend Indiana University Bloomington, have a minimum high school GPA of 3.2, be a U.S. citizen or permanent resident and possess a record of leadership, active participation in extracurricular and service-related activities. A combined SAT Math and Evidence-based Reading and Writing score of 1180 or higher, or an ACT score of 24 or higher, is optional. Hudson & Holland scholars with certain majors may be eligible for additional funding from their degree-granting schools. For more information or to apply, please visit the scholarship provider’s website.
ADVERTISEMENT",https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/indiana/hudson-and-holland-scholars-program
Indiana,Indianapolis Chapter CSI Education Foundation,"To be eligible for the Indianapolis Chapter CSI Education Foundation, applicants must be currently enrolled at a college within the state of Indiana or be a resident of Indiana currently enrolled elsewhere who are currently pursuing a design or construction related degree, such as architecture, engineering, interior design, construction management, etc. Applicants also must have completed minimum of 30 credit hours and have minimum GPA of 2.5 on scale of 4.0. For more information or to apply, please visit the scholarship provider's website.
ADVERTISEMENT",https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/indiana/indianapolis-chapter-csi-education-foundation
Iowa,Norfolk Southern Foundation Scholarship,"To be eligible for the Norfolk Southern Foundation Scholarship, applicants must have completed at least one quarter or semester in an accredited four or five year engineering or engineering technology undergraduate/graduate degree program. The student's institution must be located in Norfolk Southern's service area. Must maintain a 2.5 GPA. For more information or to apply, please visit the scholarship provider's website.
ADVERTISEMENT",https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/iowa/norfolk-southern-foundation-scholarship
Iowa,The Christian Missionary Scholarship Foundation,"To be eligible for The Christian Missionary Scholarship Foundation, applicants must be children of missionaries currently on or recently returned from the mission field who have made significant financial sacrifices to serve the Lord. Scholarship recipients must attend one of the following colleges: Calvin College, Dordt College, Hope College, Kuyper College, Trinity Christian College, or Wheaton College. For more information or to apply, please visit the scholarship provider's website.
ADVERTISEMENT",https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/iowa/the-christian-missionary-scholarship-foundation
Iowa,PMI Eastern Iowa Chapter Scholarship,"The PMI Eastern Iowa Chapter has sponsored an endowed academic scholarship fund to provide an annual scholarship valued at up to $1,000 for undergraduate and graduate students. Applicants must be enrolled in or applying for an accredited academic degree program in project management or a related field benefiting from project management. Priority is given to children (or a stepchild) of a member of the PMI Eastern Iowa Chapter and residents of the Iowa City/Cedar Rapids or Eastern Iowa area attending or planning to attend any accredited college or university. Individuals planning to attend degree programs in the states of Iowa, Missouri, Illinois are also welcome to apply. For more information or to apply, please visit the scholarship provider's website.
ADVERTISEMENT",https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/iowa/pmi-eastern-iowa-chapter-scholarship
Iowa,Robert D. Blue Scholarship,"Applicants of the Robert D. Blue Scholarship must be an Iowa resident planning to attend an Iowa college/university during the coming school year. The applicant can be a current high school senior or someone already enrolled in a college/university. Each applicant is scored upon their high school GPA, financial need, references, and their essay in response to the yearly prompt. For more information or to apply, please visit the scholarship provider's website.
ADVERTISEMENT",https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/iowa/robert-d-blue-scholarship
Iowa,Samuel Robinson Award,"The Samuel Robinson Award seeks to stimulate interest in the Westminster Shorter Catechism by challenging Presbyterian Church (U.S.A.) members who are juniors or seniors in college and attending a Presbyterian-related college or university to memorize and recite the catechism from memory. To further demonstrate an understanding of the Westminster Shorter Catechism, the applicant will write a 2,000-word essay on an assigned topic related to the catechism. The essay is read by a panel of chaplains. Applicants must be members of the Presbyterian Church (U.S.A.) Deadlines vary. For more information or to apply, please visit the scholarship provider's website.
ADVERTISEMENT",https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/iowa/samuel-robinson-award
Iowa,Southeastern Community College Foundation Scholarships,"Generous donors make it possible for the SCC Foundation to provide scholarships to eligible students enrolling at Southeastern Community College in Iowa. Eligibility criteria vary among scholarships, so take the time and effort to set yourself apart from other applicants. Deadlines are March 1 by 4:30 p.m. CST for Full-Year awards (Fall/Spring) and October 1 by 4:30 p.m. CST for Spring-Only awards. For more information or to apply, please visit the scholarship provider's website.
ADVERTISEMENT",https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/iowa/southeastern-community-college-foundation-scholarships
Iowa,Sustainable Agriculture & Forestry Scholarship,"The Sustainable Agriculture & Forestry Scholarship Endowment Fund invites qualified students to apply. Applicants must have a demonstrated strong interest in and commitment to completely sustainable agricultural and/or forestry practices, be committed to protecting and preserving our natural resources and related economic and social conditions, and have strong communication skills and possess leadership characteristics. Eligible applicants must come from one of the 11 Southeast Counties of the State of Minnesota (Rice, Goodhue, Wabasha, Steele, Dodge, Olmsted, Winona, Freeborn, Mower, Fillmore, and Houston counties) and attend educational public or non profit private institutions/programs in the five state area of Minnesota, Wisconsin, Iowa, South Dakota and North Dakota. For more information, or to apply, please visit the scholarship provider's website.
ADVERTISEMENT",https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/iowa/sustainable-agriculture-and-forestry-scholarship
Iowa,Targeting Excellence Scholarships,"Targeting Excellence scholarships are awarded to both undergraduate and graduate students enrolled in an agricultural (ag) curriculum. Preference will always be given to applicants with a desire to work in some aspect of food animal production (poultry, swine, beef, dairy, or other species) and to students enrolled in regions where fund-raising events are held (awards areas include Alabama, Indiana, Iowa, Minnesota, North Carolina, Ohio, Pennsylvania, and Wisconsin). For more information or to apply, please visit the scholarship provider's website.
ADVERTISEMENT",https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/iowa/targeting-excellence-scholarships
Iowa,Therapy Materials Vault,"To be eligible for the Therapy Materials Vault scholarship, applicants must: be currently admitted to or attending graduate school to become a speech-language pathologist, occupational therapist, behavior analyst, physical therapist, or related professional; be attending a school OR has a permanent address in Illinois, Indiana, Iowa, Kansas, Michigan, Minnesota, Missouri, Nebraska, Ohio, or Wisconsin; has an exceptional personality, clinical skills, and character; and, is committed to work in a private practice setting with the pediatric population. For more information or to apply, please visit the scholarship provider’s website.
ADVERTISEMENT",https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/iowa/therapy-materials-vault
Iowa,University of Iowa Phi Theta Kappa Scholarship,"The Phi Theta Kappa Scholarship is for transfer students who have earned 30 semester hours at the time of application, have maintained a minimum 3.50 cumulative transfer GPA, and are current members of the Phi Theta Kappa (PTK) International Honor Society. A limited number of awards are available and not all admitted eligible PTK members can be awarded this scholarship. It is renewable for a second year provided you maintain a minimum 3.00 cumulative UI GPA and continuous full-time enrollment (12 semester hours) at the University of Iowa each semester. For more information, or to apply, please visit the scholarship provider’s website.
ADVERTISEMENT",https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/iowa/university-of-iowa-phi-theta-kappa-scholarship
Iowa,Thomas J. Watson Fellowship,"The Thomas J. Watson Fellowship is a one-year grant for purposeful, independent study outside the United States, awarded to graduating seniors nominated by eligible colleges (see website). The Watson is a rare window of time after college and pre-career to engage your deepest interest on a world scale. Fellows conceive original projects, execute them outside of the United States for one year and embrace the ensuing journey. They decide where to go, who to meet and when to change course. They do not affiliate with academic institutions and may not hold formal employment. For more information or to apply, please visit the scholarship provider's website.
ADVERTISEMENT",https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/iowa/thomas-j-watson-fellowship
Iowa,Triangle Scholar-Leader Scholarship,"The Iowa State Triangle Scholar-Leader Scholarship is a merit-based scholarship for freshmen and sophomore men enrolled at Iowa State in engineering, architecture, and science majors. The ideal candidate demonstrates credible academics, passion for their field, leadership and community involvement. Applicants must be a male enrolled in STEM/Architecture major, an incoming transfer, freshman or sophomore full time student, have evidence of sound academic achievement (above a 3.0 GPA), and commitment to community improvement i.e. philanthropy or extra curricular leadership. For more information or to apply, please visit the scholarship provider's website.
ADVERTISEMENT",https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/iowa/triangle-scholar-leader-scholarship
Iowa,Union Pacific William E. Wimmer Scholarship,"The William E. Wimmer Scholarship is offered to undergraduates in an accredited four or five year engineering or engineering technology undergraduate/graduate degree program. Eligible applicants must have completed at least one quarter or semester, and be attending a college or university in Union Pacific's service area. Must maintain a 2.5 GPA. For more information or to apply, please visit the scholarship provider's website.
ADVERTISEMENT",https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/iowa/union-pacific-william-e-wimmer-scholarship
Iowa,University of Iowa Academic Success Scholarship,"The UI Academic Success Scholarship is for entering first-year students with an official ACT composite of 29. Applicant is also eligible with an official ACT composite of 26 (with a cumulative high school grade-point average of 3.6 or above on a 4.0 scale.) Must demonstrate financial need as determined by filing the Free Application for Federal Student Aid (FAFSA.) For more information, or to apply, please visit the scholarship provider’s website.
ADVERTISEMENT",https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/iowa/university-of-iowa-academic-success-scholarship
Iowa,Westmar Scholarship,"The Westmar Scholarship is made available from a portion of the scholarship money that remained after the closing of Westmar College, an affiliate of the Iowa Annual Conference of the United Methodist Church. To honor the memory of those making gifts to Westmar College and the alumni, these funds will be used as an endowment to assist students with their educational needs at United Methodist colleges in Iowa. There are also other scholarship opportunities available through the General Board of Higher Education and Ministry and United Methodist Higher Education Foundation. Applicant must have a minimum grade point average for high school applicant of 3.0 and 2.5 for a college applicant. For more information, or to apply, please visit the scholarship provider’s website.
ADVERTISEMENT",https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/iowa/westmar-scholarship
Iowa,William E. and Barbara I. Van Trump Scholarship,"To be eligible for the William E. and Barbara I. Van Trump Scholarship, applicants must be females who are interested in railway engineering, and who have completed at least one quarter or semester in an accredited four or five year engineering or engineering technology undergraduate program. In addition, applicants must be attending a college or university in Union Pacific’s service area. Must maintain a 2.5 GPA. For more information or to apply, please visit the scholarship provider's website.
ADVERTISEMENT",https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/iowa/william-e-and-barbara-i-van-trump-scholarship
Iowa,Wisconsin Architects Foundation Out-of-State Study Scholarship,"The Wisconsin Architects Foundation offers scholarships to outstanding Wisconsin students who are pursuing architectural studies out-of-state at a NAAB or CACB-accredited School of Architecture within a first professional degree or post-graduate degree program. In order to apply, the student must have received their high school diploma from a Wisconsin high school. For more information or to apply, please visit the scholarship provider's website.
ADVERTISEMENT",https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/iowa/wisconsin-architects-foundation-out-of-state-study-scholarship
Iowa,NASA Iowa Space Grant Consortium Scholarship,"The Iowa Space Grant Consortium (ISGC) will award scholarships for undergraduate students pursuing a degree in Science, Technology, Engineering, and Math (STEM) disciplines that support NASA’s mission. Applicants must be U.S. citizens, enrolled at Iowa Space Grant core institutions and have a cumulative GPA of 3.0. For more information or to apply, please visit the scholarship provider's website.
ADVERTISEMENT",https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/iowa/nasa-iowa-space-grant-consortium-scholarship
Iowa,Thomas H. Macbride Leadership Scholarship,"The Thomas H. Macbride Leadership Scholarship is awarded to outstanding high school seniors who have demonstrated an ability to excel in academics, extra-curricular activities, and human service. The scholarship is available to any male graduating senior who plans to attend The University of Iowa. Demonstrated financial need is not a requirement. For more information or to apply, please visit the scholarship provider's website.
ADVERTISEMENT",https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/iowa/thomas-h-macbride-leadership-scholarship
Iowa,Mount Mercy University Honors Scholarships,"The Honors Scholarships are offered to incoming freshmen at Mount Mercy University. Eligible applicants must be in the top 25% of their class, have a 3.6 GPA, and have an ACT of 26 or an SAT of 1230. Deadlines are December 1 (spring enrollment) and May 1 (fall enrollment). This is renewable for four years, dependent on: a minimum of 12 semester hours in classes designated Honors (At least six semester hours [two courses] must be designated as Honors seminars. The other semester hours can be either Honors general education courses or Honors seminars); and, have a 3.0 GPA in Honors courses and a 3.4 GPA in other classes. For more information or to apply, please visit the scholarship provider's website.
ADVERTISEMENT",https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/iowa/mount-mercy-university-honors-scholarships
Iowa,Darryl Jahn Memorial Scholarship,"The Alumni of Beta Sigma Psi Lutheran fraternity will be awarding three scholarships to Lutheran gentlemen entering Iowa State University in the fall of the year the scholarship is offered. Applicants will be evaluated on their scholastic achievement and active participation in their communities and churches. The top candidates will be invited to Iowa State University for an interview. For more information or to apply, please visit the scholarship provider's website.
ADVERTISEMENT",https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/iowa/darryl-jahn-memorial-scholarship
Iowa,Mount Mercy College Freshmen Academic Scholarships,"Incoming freshmen to Mount Mercy University with high academic achievement will be considered for the Freshmen Academic Scholarships, Grants and Awards. At the highest level, applicants must have a 4.0 GPA or ACT score of 30 (SAT 1360) or be ranked #1 in their class. At the lowest level, students must have around a GPA of 3.0 or an ACT score of around 20 (SAT 1030) to qualify. This award will be offered to full-time students living on campus or commuting to school, and can be renewed for up to four years. For more information or to apply, please visit the scholarship provider's website.
ADVERTISEMENT",https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/iowa/mount-mercy-college-freshmen-academic-scholarships
Iowa,Advantage Iowa Award,"The University of Iowa offers this scholarship to incoming first-year students who are not residents of Iowa. Applicants must be students that are from historically underrepresented populations (Alaskan Native, American Indian/ Native American, Black/African American, Hispanic/Latinx, Native Hawaiian or other Pacific Islander, two or more underrepresented races) at the University of Iowa or participation in a federally funded Upward Bound program. Merit is also a criteria. Winners must maintain a 2.0 minimum GPA and enroll as a full-time student. For more information or to apply, please visit the scholarship provider’s website.
ADVERTISEMENT",https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/iowa/advantage-iowa-award
Iowa,American Transmission Co. Scholarship,"For the American Transmission Co. Scholarship, preference is given to candidates from under-represented groups, veteran candidates, disabled candidates and/or candidates demonstrating financial need. Eligible applicants must: be US citizens; have a 3.0 GPA; and, must be in the Midwest (Illinois, Indiana, Iowa, Michigan, Minnesota, Wisconsin). For more information or to apply, please visit the scholarship provider's website.
ADVERTISEMENT",https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/iowa/american-transmission-co-scholarship
Iowa,Andy Triplett Memorial Balanced Man Scholarship,"The Balanced Man Scholarship rewards students who have shown academic excellence, leadership skills, and a commitment to their health and well-being. Sigma Phi Epsilon is offering over $1,500 in Balanced Man Scholarships. There is no requirement of joining the fraternity in order to be eligible to apply or win the scholarship. For more information or to apply, please visit the scholarship provider's website.
ADVERTISEMENT",https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/iowa/andy-triplett-memorial-balanced-man-scholarship
Iowa,Benjamin and Patricia Allen Scholarship,"To be eligible for the Benjamin and Patricia Allen Scholarship, applicants shall be enrolled in the Ivy College of Business full-time. Preference shall be given to first generation students which is defined as a student whose parents have not graduated from an institute of higher education with a four-year degree. This scholarship shall be made available to undergraduate students. This scholarship may be renewed for an additional three (3) years so long as recipients continue to meet stated criteria (including a 3.0 GPA). For more information or to apply, please visit the scholarship provider's website.
ADVERTISEMENT",https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/iowa/benjamin-and-patricia-allen-scholarship
Iowa,Bridging the Dream Scholarship Program for High School Seniors,"The Thurgood Marshall College Fund (TMCF) and The Sallie Mae Fund are proud to offer financial assistance to outstanding students an accredited post-secondary institutions. Twenty five students completing a two-year, four-year, or trade/vocational certificate/certification program will be selected to receive a scholarship up to $10,000.00 for the upcoming academic school year.
ADVERTISEMENT

Applicants must be current high school seniors who plan to enroll as a full-time student in the following year at an accredited post-secondary institution or continuous education program, be a US citizen or permanent resident, be Pell Grant-eligible, and be a diverse candidate or be from an underserved community. Applicants cannot be residents of Utah or be attending a Utah post-secondary institution. For more information or to apply, please visit the scholarship provider's website.",https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/iowa/bridging-the-dream-scholarship-program-for-high-school-seniors
Iowa,CBC Spouses Performing Arts Scholarship,"CBC Spouses Performing Arts Scholarship was established to ensure that African-American or Black students pursuing a degree in the performing arts receive financial assistance. Performing arts includes theater, drama, comedy, music, dance, opera, marching bands, etc. Selected applicants will be constituents of a CBC member’s district. Qualified applicants must be currently enrolled full-time in an accredited academic institution, and have a minimum 2.5 GPA on a 4.0 scale. For more information or to apply, please visit the scholarship provider's website.
ADVERTISEMENT",https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/iowa/cbc-spouses-performing-arts-scholarship
Iowa,Mount Mercy College Holland Scholarship,"Mount Mercy College offers the Sister Mary Ildephonse Holland Scholarship to incoming freshmen. Eligible applicants must have an ACT of 30 or an SAT of 1400, a 4.0 GPA, evidence of strong community service and extra-curricular activities, and must live on campus.
ADVERTISEMENT

The student must maintain a minimum cumulative Mount Mercy grade point of 3.00 at the end of each year. The student is eligible to receive the scholarship for only four (4) years. If the student fails to maintain the minimum cumulative grade point average requirements but meets the Presidential grade point requirements, the student will then receive the Presidential award for which the student was initially eligible. If the student does not meet the minimum grade point or hour requirements of the Presidential Scholarship, the student will not receive the scholarship until eligibility is restored. For more information or to apply, please visit the scholarship provider's website.",https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/iowa/mount-mercy-college-holland-scholarship
Iowa,CHS Foundation Scholarships,"The CHS Foundation cultivates opportunity through university partnerships that benefit students studying in the field of agriculture with program support, mini-grants and scholarships. More than 225 scholarships are awarded annually to college students enrolled in an agricultural-related program at partnering two- and four-year colleges and universities. Mini-grants are awarded to agriculture-focused college clubs for innovative academic and leadership development. All scholarships and mini-grants are offered exclusively through our 24 partner colleges and universities listed below. Interested students or college clubs should contact their college of ag office to apply, since application and award timelines vary. For more information or to apply, please visit the scholarship provider's website.
ADVERTISEMENT",https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/iowa/chs-foundation-scholarships
Iowa,CyberCorps Scholarship for Service,"The CyberCorps Scholarship for Service program provides scholarships that may fully fund the typical costs incurred by full-time students while attending a participating institution, including tuition and education and related fees. Applicants must be a full-time student pursuing a bachelor's or master's degree in a formal program that is focused on cyber security at an awardee institution, or research-based doctoral student. Must be a US citizen or permanent resident. For more information or to apply, please visit the scholarship provider's website.
ADVERTISEMENT",https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/iowa/cybercorps-scholarship-for-service
Iowa,Chicago Occupational Therapy,"Chicago Occupational Therapy offers a scholarships to students who are currently admitted or attending graduate school to become an occupational therapist. Applicants must be attending a school or have a permanent address in Illinois, Indiana, Iowa, Kansas, Minnesota, Missouri, Nebraska, Ohio or Wisconsin who is committed to working in a private practice setting with the pediatric population. For more information or to apply, please visit the scholarship provider's website.
ADVERTISEMENT",https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/iowa/chicago-occupational-therapy
Iowa,Delta Upsilon Ralph Stucky Scholarship,"The Ralph Stucky Scholarship is intended to help young men who will be attending Iowa State University. One $500 scholarship will be given each school year to an incoming freshman. The recipient of this award will be chosen based upon his academic qualities, philanthropic or community involvement and familiarity with founding principles of Delta Upsilon. Applicants must have a minimum high school GPA of 3.5. Applicants need not join DU Fraternity or any other Greek institution to apply. For more information or to apply, please visit the scholarship provider's website.
ADVERTISEMENT",https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/iowa/delta-upsilon-ralph-stucky-scholarship
Iowa,Elevate Scholarship Program,"Elevate is giving away scholarships to high school seniors who are attending an Iowa Community College in the fall for a career in advanced manufacturing. Examples of eligible training programs include welding, computer numerically controlled (CNC) machining, industrial automation, industrial maintenance, robotics, tool and die, and transportation and logistics. For more information or to apply, please visit the scholarship provider's website.
ADVERTISEMENT",https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/iowa/elevate-scholarship-program
Iowa,Iowa 4-H Foundation Scholarships,"Designed to encourage Iowa 4-H members to continue their education beyond high school, the Iowa 4-H Foundation Scholarship program offers over 90 scholarships worth more than $100,000. Iowa 4-H members are eligible to apply for 4-H scholarships if they meet individual scholarship requirements (i.e. designated college and/or major program of study, county of residence, 4-H event participation, etc.) Applicants must enroll as a full-time student (minimum of 12 credit hours) to receive scholarship awards. Only ONE application form is needed for all Iowa 4-H scholarships. Eligible Iowa 4-H youth may apply for more than one scholarship, however, only one scholarship per individual will be awarded per academic year. For more information, or to apply, please visit the scholarship provider's website.
ADVERTISEMENT",https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/iowa/iowa-4-h-foundation-scholarships
Iowa,Iowa Association for Energy Efficiency Scholarship,"To be eligible for the Iowa Association for Energy Efficiency Scholarship, you must have a high school diploma or GED at the time of application and intend to pursue a degree which supports the mission of IAEE. You must also be currently enrolled in an accredited post-secondary institution in Iowa, having completed a minimum of one semester/trimester of post-secondary education. A minimum 2.5 GPA is also required. For more information or to apply, please visit the scholarship provider's website.
ADVERTISEMENT",https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/iowa/iowa-association-for-energy-efficiency-scholarship
Iowa,Iowa Engineering Society Central Iowa Chapter Scholarship,"The Iowa Engineering Society’s Central Iowa Chapter offers a scholarship to graduating high school seniors interested in
ADVERTISEMENT
pursuing an engineering degree. IES Chapter scholarships are primarily directed to qualified students with the talent and
commitment to succeed in an undergraduate engineering curriculum, for which the financial support and encouragement
can make a difference. The scholarships are awarded only to U.S. citizens who are residents of Iowa and who will be attending the College of Engineering at either Iowa State University or the University of Iowa. Applicants must have a minimum GPA of 3.0 for 10th and 11th grade and have a minimum ACT score of 26. For more information or to apply, please visit the scholarship provider's website.",https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/iowa/iowa-engineering-society-central-iowa-chapter-scholarship
Iowa,Iowa Provost Scholarships,"The Iowa Provost Scholarships are for either National Merit finalists who designate the University Iowa as their first-choice institution or National Hispanic Scholars who enroll at Iowa. It is renewable up to four years, or until the student receives their bachelor’s degree (whichever comes first), provided the student maintain continuous full-time enrollment at the University of Iowa (fall and spring terms), and meet the scholarships standards for renewal. National Hispanic scholars must maintain a 3.00 cumulative UI GPA. Renewal reviews are done at the end of each semester. For more information or to apply, please visit the scholarship provider’s website.
ADVERTISEMENT",https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/iowa/iowa-provost-scholarships
